RefSeq,JOA1,JOA2,JOA3,JOA4,JOA5,JOB1,JOB2,JOB3,JOB4,JOB5
NM_019003.3,0,0,0,0,0,0,0,0,0,0
NM_019004.1,5,15,15,22,10,4,5,11,16,13
NM_019005.3,2,5,5,3,4,0,2,5,2,2
NM_019006.2,3,9,20,13,5,1,2,6,9,7
NM_019007.3,2,8,2,1,0,0,2,2,1,1
NM_019008.4,11,10,11,7,5,1,2,9,7,11
NM_019009.2,1,2,9,5,2,9,8,43,23,34
NM_019010.1,0,0,0,2,1,0,0,0,0,0
NM_019012.2,1,8,11,2,3,1,2,10,6,8
NM_019013.1,2,3,5,7,3,0,0,0,0,0
NM_019014.3,12,10,20,19,8,4,8,3,8,2
NM_019015.1,4,4,4,15,8,0,2,1,4,3
NM_019016.1,0,0,0,0,0,0,0,0,0,0
NM_019018.1,0,0,0,1,0,0,0,0,0,0
NM_019020.2,0,3,6,4,2,0,1,1,3,0
NM_019021.1,1,1,0,3,1,0,0,5,1,3
NM_019022.3,2,6,19,13,10,1,6,17,11,11
NM_019023.1,0,4,17,3,1,1,0,6,1,4
NM_019024.1,2,2,4,9,0,0,5,6,7,8
NM_019026.2,3,3,13,12,6,0,2,3,5,2
NM_019027.3,3,3,8,4,0,0,3,2,1,0
NM_019028.2,0,0,0,1,0,1,0,0,1,0
NM_019029.2,1,2,4,6,3,1,0,2,0,0
NM_019030.2,8,2,14,11,4,1,4,6,6,5
NM_019032.4,0,5,7,8,3,0,0,0,0,0
NM_019034.2,15,15,7,7,3,1,2,10,4,4
NM_019035.2,0,0,3,0,1,0,1,1,1,2
NM_019036.2,0,0,0,0,0,0,0,0,1,0
NM_019037.2,0,1,3,2,3,0,0,3,0,0
NM_019040.3,1,0,6,4,2,0,0,0,0,3
NM_019041.4,1,0,2,8,5,0,2,5,1,3
NM_019042.3,3,1,7,8,5,0,0,1,0,0
NM_019043.3,0,1,2,1,2,0,3,1,2,2
NM_019044.3,3,3,6,2,4,1,1,5,1,12
NM_019045.3,7,1,3,6,3,0,3,3,4,6
NM_019046.1,4,2,4,0,0,0,0,1,1,1
NM_019048.1,1,2,5,6,8,4,2,5,6,8
NM_019049.1,0,2,0,0,2,0,0,2,0,0
NM_019050.2,3,5,6,1,1,0,4,1,1,0
NM_019051.1,0,1,6,3,4,0,1,2,3,1
NM_019052.2,0,4,7,7,6,0,0,1,4,2
NM_019053.3,2,1,4,3,1,1,5,4,1,7
NM_019054.2,3,3,10,8,8,0,0,1,2,4
NM_019055.4,3,0,2,4,3,0,0,7,7,6
NM_019056.3,0,2,13,16,9,0,1,3,7,6
NM_019058.2,6,24,52,56,28,0,6,18,7,10
NM_019059.2,18,26,42,52,40,3,8,42,26,25
NM_019060.1,0,0,0,0,0,0,0,0,0,0
NM_019062.1,0,0,0,0,0,0,0,0,0,0
NM_019063.2,4,10,32,33,11,0,3,0,0,2
NM_019064.3,1,0,1,3,0,0,0,1,1,1
NM_019065.2,0,0,1,1,0,0,0,4,2,1
NM_019066.3,0,0,0,0,0,0,0,0,0,1
NM_019067.4,22,19,7,8,8,5,7,1,0,0
NM_019069.3,8,5,0,4,2,2,3,1,0,3
NM_019070.3,1,4,8,1,0,1,0,8,1,1
NM_019071.2,1,2,2,3,5,0,3,3,3,1
NM_019072.2,8,13,10,7,2,4,8,24,10,14
NM_019073.1,2,0,0,0,1,0,0,1,0,2
NM_019074.2,0,0,0,0,0,0,2,2,0,0
NM_019075.2,0,0,1,0,1,0,0,0,0,0
NM_019076.4,0,0,0,0,0,0,0,0,0,0
NM_019077.2,0,0,0,0,0,0,0,0,0,0
NM_019078.1,0,0,0,0,0,0,0,0,0,0
NM_019079.2,3,1,10,4,1,0,0,0,0,0
NM_019080.1,1,3,14,15,7,1,2,18,10,10
NM_019082.2,1,4,8,10,2,0,0,9,7,5
NM_019083.1,4,5,5,4,4,0,2,2,3,4
NM_019084.3,2,4,5,5,6,0,1,3,0,1
NM_019086.3,1,0,2,0,0,0,2,1,2,0
NM_019087.1,0,0,5,1,3,0,1,3,0,4
NM_019088.2,1,1,5,8,4,0,4,4,7,1
NM_019089.3,4,6,2,2,0,0,2,1,2,0
NM_019090.2,0,1,0,0,0,0,0,0,1,1
NM_019091.3,3,0,7,5,3,4,5,5,5,7
NM_019093.2,0,0,0,0,0,0,0,0,0,0
NM_019094.4,0,0,0,0,0,0,0,1,1,2
NM_019095.3,2,3,8,9,6,0,0,5,1,3
NM_019096.3,1,5,17,12,8,1,1,3,2,2
NM_019098.3,0,0,0,0,0,0,0,0,0,0
NM_019099.3,0,0,0,0,0,0,0,0,0,0
NM_019100.4,0,0,0,0,0,0,0,0,0,0
NM_019101.2,0,3,1,6,5,0,0,0,0,0
NM_019102.2,0,1,0,0,1,0,0,0,0,0
NM_019103.2,0,0,2,1,3,0,0,2,2,2
NM_019104.1,1,2,2,1,0,0,0,3,0,2
NM_019105.5,0,0,0,2,0,6,1,5,0,3
NM_019106.4,0,1,4,1,2,9,29,64,31,43
NM_019107.3,4,12,29,31,12,0,0,4,5,4
NM_019108.2,0,3,7,4,1,0,0,2,2,2
NM_019109.3,0,5,3,4,3,0,1,1,2,1
NM_019110.3,0,0,8,2,1,0,2,1,1,1
NM_019111.3,0,1,5,1,0,0,2,4,11,5
NM_019112.3,1,4,7,3,2,0,0,5,2,1
NM_019113.2,0,0,0,0,0,0,0,0,0,0
NM_019114.3,0,0,5,1,0,0,6,4,4,7
NM_019116.2,14,9,15,9,11,0,7,10,9,6
NM_019117.3,0,0,1,1,0,0,2,1,3,4
NM_019118.3,0,0,1,0,0,0,0,0,0,0
NM_019119.3,10,18,3,8,2,2,13,4,6,3
NM_019120.2,0,2,0,0,0,0,0,1,0,0
NM_019554.2,2,0,10,5,7,0,0,0,0,0
NM_019555.1,0,7,4,3,2,1,3,13,7,9
NM_019556.1,2,1,6,2,0,0,0,1,1,1
NM_019557.5,0,0,9,8,7,1,3,10,8,9
NM_019558.2,0,0,1,0,1,0,0,0,0,0
NM_019589.2,2,7,12,8,8,3,17,4,7,3
NM_019590.3,1,2,1,1,1,0,0,0,0,0
NM_019591.2,0,2,2,3,2,0,1,0,0,2
NM_019592.5,5,2,14,9,5,1,5,8,6,9
NM_019593.3,0,7,9,11,6,0,3,12,4,8
NM_019594.2,1,6,12,5,3,3,14,22,14,14
NM_019595.2,0,3,0,4,0,0,0,1,1,1
NM_019596.3,30,38,29,15,8,6,17,12,2,3
NM_019597.3,0,1,1,3,0,0,0,1,1,0
NM_019598.2,0,0,0,0,0,0,0,0,0,0
NM_019599.2,0,0,0,0,0,0,0,0,0,0
NM_019600.1,0,0,5,6,4,2,6,1,4,6
NM_019601.3,0,0,0,2,1,0,0,0,0,0
NM_019602.1,0,0,0,0,0,0,0,0,0,0
NM_019604.2,1,7,2,0,0,3,4,9,14,8
NM_019605.2,0,0,0,0,1,0,3,0,0,2
NM_019606.4,2,3,13,8,9,1,2,13,3,2
NM_019607.1,2,4,5,2,3,1,8,2,1,2
NM_019609.3,0,1,5,3,2,0,0,0,1,1
NM_019610.3,1,9,20,10,9,0,3,4,9,3
NM_019612.2,0,0,0,0,0,0,0,0,0,0
NM_019613.3,3,6,16,19,14,3,1,16,8,11
NM_019616.2,0,0,0,0,0,0,0,0,0,0
NM_019617.3,0,0,0,0,0,0,0,0,0,0
NM_019618.2,0,0,0,0,0,0,0,0,0,0
NM_019619.2,6,1,8,5,8,0,0,2,0,2
NM_019624.2,0,0,0,0,0,0,0,0,0,0
NM_019625.2,0,0,1,3,0,0,1,3,1,4
NM_019644.2,0,0,0,0,0,0,0,0,0,0
NM_019839.2,0,0,2,1,0,0,1,0,0,0
NM_019841.4,0,0,0,0,0,0,0,0,0,0
NM_019842.2,0,0,0,2,0,0,4,2,2,1
NM_019843.2,1,3,2,1,6,0,7,6,1,5
NM_019844.2,1,1,0,0,0,0,0,0,0,0
NM_019845.2,0,0,0,0,1,0,0,3,2,0
NM_019848.2,0,0,3,0,1,0,0,1,1,4
NM_019849.1,0,0,0,0,1,0,0,2,3,1
NM_019850.1,0,0,3,3,2,3,3,33,21,9
NM_019851.1,0,0,0,0,0,0,0,0,0,0
NM_019852.3,5,2,13,10,7,0,0,4,3,0
NM_019854.3,0,0,0,0,0,1,0,6,2,3
NM_019855.3,0,0,0,0,0,0,0,0,0,0
NM_019856.1,0,0,0,0,0,0,0,0,0,0
NM_019857.3,1,3,2,7,3,0,3,1,2,3
NM_019858.1,0,0,0,4,2,0,0,16,18,12
NM_019859.2,0,0,1,0,0,0,0,0,0,0
NM_019860.2,0,0,0,0,0,0,0,0,0,0
NM_019862.2,0,0,0,0,0,0,0,0,0,0
NM_019863.2,0,0,0,0,0,0,0,0,0,0
NM_019884.2,2,5,11,14,4,3,9,18,13,10
NM_019885.2,0,1,1,0,0,0,5,8,3,11
NM_019886.2,0,2,0,1,1,0,0,1,0,0
NM_019887.3,1,3,11,8,9,0,2,3,5,6
NM_019888.2,0,0,0,0,0,0,0,0,0,0
NM_019891.2,0,0,1,0,2,1,2,2,1,1
NM_019892.3,3,1,7,5,2,0,6,3,2,2
NM_019893.1,0,0,0,0,0,0,0,0,0,0
NM_019894.3,0,1,0,1,0,0,0,0,0,0
NM_019895.2,0,0,0,0,0,1,1,1,5,1
NM_019896.2,0,1,3,4,2,0,0,3,1,2
NM_019897.1,0,0,0,0,0,0,0,0,0,0
NM_019898.2,0,0,0,0,0,0,0,0,0,0
NM_019899.2,0,0,0,5,3,0,0,0,0,0
NM_019900.2,2,4,16,15,10,0,5,3,0,0
NM_019903.3,0,0,0,0,0,0,0,0,1,0
NM_020039.2,0,0,0,0,0,0,0,0,0,0
NM_020040.3,0,0,0,0,0,0,0,0,0,0
NM_020041.2,0,0,1,0,0,0,0,0,0,0
NM_020056.2,0,0,0,0,0,0,0,0,0,0
NM_020061.3,0,0,0,0,0,0,0,0,0,0
NM_020062.3,10,4,18,18,16,0,0,5,3,1
NM_020063.1,0,0,0,0,0,0,2,6,3,2
NM_020064.2,0,0,0,0,0,0,8,3,1,1
NM_020066.3,1,0,2,1,1,7,11,8,4,8
NM_020069.3,0,0,0,0,0,0,0,0,0,0
NM_020070.2,0,0,0,0,0,0,0,0,0,0
NM_020107.3,0,0,0,0,0,0,0,0,0,0
NM_020108.3,0,0,0,0,0,0,0,0,0,0
NM_020109.3,0,0,0,0,0,0,0,0,0,0
NM_020110.3,0,0,0,0,0,0,0,0,0,0
NM_020111.3,0,0,0,0,0,0,0,0,0,0
NM_020113.3,0,0,0,0,0,0,0,0,0,0
NM_020115.3,0,0,0,0,0,0,0,0,0,1
NM_020116.2,0,0,0,0,0,2,6,21,12,17
NM_020117.9,6,20,29,27,21,1,8,15,10,14
NM_020119.3,9,21,14,22,8,2,14,6,2,1
NM_020120.2,3,5,4,7,6,1,6,2,1,5
NM_020121.2,3,5,10,7,11,0,5,2,3,1
NM_020122.4,2,6,5,3,3,0,3,3,3,1
NM_020123.2,10,14,22,24,8,4,10,16,8,12
NM_020124.2,0,0,0,0,0,0,0,0,0,0
NM_020125.2,0,0,2,0,0,0,1,1,0,1
NM_020126.3,0,0,2,2,2,1,1,5,4,5
NM_020127.1,4,2,5,2,2,1,4,1,0,0
NM_020128.1,0,0,0,0,1,0,1,0,0,0
NM_020129.2,0,0,0,0,0,0,0,0,0,0
NM_020130.3,1,0,7,4,2,0,0,1,1,2
NM_020131.3,2,4,10,8,6,0,6,11,10,10
NM_020132.4,2,6,11,19,10,1,10,25,9,11
NM_020133.2,0,0,8,1,2,0,6,4,12,8
NM_020134.2,0,0,0,0,1,0,3,5,1,0
NM_020135.2,0,1,12,13,8,0,2,6,4,9
NM_020137.3,4,2,7,12,9,3,4,13,8,4
NM_020139.3,0,2,7,7,1,0,1,3,3,1
NM_020140.2,0,0,0,0,0,0,0,0,1,1
NM_020141.3,0,1,3,1,0,0,0,2,3,4
NM_020142.3,0,3,7,7,3,0,0,3,1,1
NM_020143.2,12,10,9,10,6,2,5,4,4,4
NM_020144.4,0,0,0,0,0,0,0,0,0,0
NM_020145.2,1,3,5,10,11,0,3,23,12,13
NM_020147.2,0,1,3,2,1,0,1,8,5,1
NM_020148.2,7,6,11,7,8,3,7,20,12,22
NM_020150.3,3,7,9,14,6,10,7,6,4,3
NM_020151.3,6,9,26,24,18,2,9,27,14,15
NM_020152.2,1,0,0,0,0,0,0,0,0,0
NM_020153.2,1,1,3,2,0,0,4,1,3,3
NM_020154.2,5,4,16,10,8,0,0,7,6,7
NM_020155.2,0,2,4,4,4,0,0,13,4,5
NM_020156.1,0,2,11,5,4,0,1,4,6,3
NM_020157.2,0,0,0,0,0,0,0,0,0,0
NM_020158.3,0,4,9,7,2,0,0,1,0,0
NM_020159.2,0,4,7,9,2,2,5,6,3,4
NM_020160.1,0,0,0,1,0,0,0,0,0,0
NM_020161.2,2,1,1,1,0,2,3,0,0,0
NM_020162.2,1,1,2,5,4,0,7,0,2,1
NM_020163.1,2,0,0,0,2,1,1,7,2,2
NM_020164.2,0,1,0,0,0,0,1,0,0,1
NM_020165.2,0,2,5,4,7,0,0,0,1,0
NM_020166.3,0,4,4,6,3,1,3,4,3,8
NM_020167.3,0,0,0,0,0,0,0,0,0,0
NM_020168.3,0,0,0,0,1,3,2,4,0,3
NM_020169.2,0,0,2,1,3,0,0,1,0,1
NM_020170.3,1,7,22,19,10,2,4,8,2,2
NM_020171.1,0,0,0,0,1,0,0,0,0,0
NM_020175.1,1,1,4,3,0,0,0,2,0,1
NM_020177.2,11,1,2,10,3,4,10,5,7,4
NM_020178.4,0,0,0,0,0,0,1,1,1,0
NM_020179.1,2,0,1,4,0,0,0,0,0,0
NM_020180.2,0,0,0,0,0,0,3,1,2,0
NM_020182.3,0,0,0,0,0,0,0,0,0,0
NM_020183.3,0,0,0,3,1,0,0,0,0,0
NM_020184.3,1,3,5,2,3,0,1,8,8,3
NM_020185.3,0,11,9,7,4,0,2,1,2,0
NM_020186.1,0,1,6,3,1,0,1,4,0,2
NM_020187.2,0,0,7,6,5,0,1,6,2,5
NM_020188.2,4,1,8,7,5,2,1,7,2,2
NM_020189.4,2,5,16,8,10,0,3,4,1,3
NM_020190.2,0,2,5,2,1,0,0,1,0,0
NM_020191.2,1,8,5,5,5,1,0,5,5,5
NM_020192.2,0,1,3,3,0,0,1,2,4,1
NM_020193.3,2,5,4,7,8,1,0,2,2,3
NM_020194.4,1,7,6,13,8,0,9,16,12,12
NM_020195.2,1,0,3,1,0,0,1,2,3,3
NM_020196.2,5,6,7,7,7,0,4,10,6,2
NM_020197.1,2,3,6,8,5,0,2,4,4,7
NM_020198.1,4,5,26,37,23,1,4,21,15,18
NM_020199.1,6,7,10,21,14,0,0,5,4,6
NM_020200.5,0,0,2,3,1,1,0,4,1,2
NM_020201.3,0,2,2,7,1,2,0,1,0,1
NM_020202.3,1,0,5,5,1,0,0,1,3,0
NM_020203.2,0,0,0,0,0,0,0,0,2,2
NM_020204.2,0,0,0,0,0,0,0,0,0,0
NM_020205.2,0,4,3,2,0,1,5,2,0,1
NM_020207.2,0,2,3,2,1,0,3,2,2,1
NM_020208.2,12,2,4,3,2,1,2,9,1,3
NM_020209.2,0,0,0,0,0,0,0,2,3,0
NM_020210.2,0,0,0,0,0,0,0,0,0,0
NM_020211.1,2,0,4,1,0,0,2,11,8,7
NM_020212.1,0,0,0,0,0,0,0,0,0,0
NM_020214.2,0,4,7,7,4,3,2,11,9,9
NM_020216.3,7,3,10,12,6,0,0,4,5,0
NM_020218.1,0,0,0,0,0,0,1,1,1,0
NM_020219.2,0,0,0,0,0,0,3,1,0,0
NM_020223.2,9,4,13,14,8,0,2,6,1,8
NM_020225.1,0,1,0,0,1,2,2,3,0,1
NM_020226.3,0,0,1,1,0,0,2,12,3,6
NM_020227.2,0,0,0,1,0,0,0,0,0,0
NM_020228.2,0,0,0,0,0,0,0,0,0,0
NM_020229.2,0,0,0,0,0,0,0,0,0,1
NM_020230.4,2,0,6,2,2,0,0,3,1,0
NM_020231.3,0,0,1,1,0,0,0,0,0,0
NM_020232.3,0,7,9,6,7,0,2,3,3,3
NM_020233.4,0,0,0,2,0,0,0,0,1,2
NM_020234.4,2,3,6,5,1,0,0,3,1,0
NM_020235.3,4,8,5,7,0,1,1,9,5,3
NM_020236.3,0,3,7,3,4,1,2,5,3,3
NM_020238.2,0,0,0,0,0,0,0,0,0,0
NM_020239.3,0,1,0,0,0,0,0,0,0,0
NM_020240.2,1,8,6,8,4,2,3,18,8,12
NM_020242.1,4,4,8,9,10,0,0,0,0,0
NM_020243.4,2,5,13,17,9,1,0,7,2,1
NM_020244.2,0,3,17,13,7,1,4,8,6,4
NM_020245.3,0,0,0,0,1,3,8,0,3,0
NM_020246.2,0,4,2,10,1,0,0,8,3,2
NM_020247.4,2,2,5,11,3,2,6,14,5,2
NM_020248.2,4,2,3,8,0,0,3,12,7,9
NM_020251.2,0,0,0,1,0,0,0,0,0,0
NM_020297.2,61,110,18,23,16,26,99,12,3,6
NM_020298.2,1,0,0,0,0,1,2,0,0,0
NM_020299.3,0,1,2,0,0,0,0,0,0,0
NM_020300.3,1,7,9,9,7,0,1,2,2,5
NM_020307.2,4,8,18,19,17,1,4,9,8,8
NM_020309.2,0,0,0,0,1,8,32,84,62,63
NM_020310.2,1,6,4,5,8,1,1,8,3,4
NM_020311.2,0,0,1,2,0,0,2,0,1,1
NM_020312.1,0,1,10,11,5,2,4,4,2,2
NM_020313.2,4,2,11,13,8,0,2,7,1,4
NM_020314.4,3,2,10,3,0,0,3,7,1,3
NM_020315.4,1,4,13,5,5,2,9,30,19,18
NM_020317.3,1,3,15,12,7,1,4,15,3,10
NM_020318.2,0,0,0,0,1,0,2,1,0,0
NM_020319.1,1,2,6,5,6,0,3,7,4,3
NM_020320.2,2,4,3,4,3,1,1,6,1,2
NM_020321.1,0,1,0,0,0,0,0,0,0,0
NM_020322.1,0,0,0,0,0,0,0,0,0,0
NM_020327.2,0,0,0,0,0,0,0,0,0,0
NM_020328.2,0,0,0,0,0,0,0,0,0,0
NM_020335.1,0,2,9,1,1,0,0,2,1,2
NM_020336.2,5,4,11,10,2,5,18,11,9,6
NM_020337.1,3,6,6,9,6,1,3,4,2,2
NM_020338.2,4,19,21,14,8,5,15,26,17,16
NM_020340.2,1,1,1,1,1,6,19,8,7,9
NM_020341.2,0,0,0,0,0,0,0,0,0,0
NM_020342.1,0,8,20,8,9,4,7,24,13,20
NM_020343.2,5,2,0,5,2,2,1,1,1,0
NM_020344.1,0,0,0,0,0,3,11,0,2,2
NM_020345.3,1,0,1,1,0,1,1,9,4,5
NM_020346.1,0,0,0,0,0,0,3,5,5,6
NM_020347.2,0,3,8,2,6,0,0,7,5,8
NM_020348.1,1,0,0,2,0,0,5,6,7,4
NM_020349.2,0,0,0,0,0,0,0,0,0,0
NM_020350.4,0,0,0,0,0,0,0,0,0,0
NM_020351.2,1,0,3,0,1,0,1,0,1,0
NM_020353.1,0,0,0,3,0,1,1,5,7,3
NM_020354.2,0,0,1,1,0,0,0,0,0,0
NM_020356.2,0,0,0,0,0,0,0,0,0,0
NM_020357.1,4,16,24,34,27,1,7,32,26,30
NM_020358.2,0,0,0,0,0,0,0,0,0,0
NM_020359.1,0,0,0,0,0,0,0,1,0,0
NM_020360.2,2,1,3,4,2,0,1,1,1,2
NM_020361.3,0,0,0,0,0,0,0,0,0,0
NM_020362.3,4,6,11,6,2,0,3,20,10,15
NM_020363.2,0,0,0,0,0,0,0,0,0,0
NM_020364.2,0,0,0,0,0,0,0,0,0,0
NM_020365.2,0,4,8,1,3,0,0,3,3,1
NM_020366.3,0,0,0,0,0,0,0,0,0,0
NM_020367.3,3,3,4,4,1,0,4,0,5,2
NM_020368.1,2,1,4,11,6,0,1,4,4,2
NM_020369.1,0,0,0,0,0,0,0,0,1,0
NM_020370.1,0,0,0,0,0,0,0,0,0,0
NM_020371.2,0,1,2,3,0,0,0,1,2,3
NM_020372.2,0,0,0,0,0,0,4,9,8,7
NM_020373.1,0,0,0,0,0,0,1,0,0,0
NM_020374.2,3,0,4,7,1,0,4,5,5,6
NM_020375.2,1,12,6,3,3,1,2,2,4,1
NM_020376.2,3,3,10,16,10,4,8,15,11,4
NM_020377.2,0,0,1,0,0,0,0,0,0,0
NM_020378.2,0,1,2,2,0,0,5,4,1,3
NM_020379.2,0,0,2,0,1,1,1,8,9,6
NM_020381.2,3,8,7,3,2,3,4,3,2,0
NM_020382.3,2,3,19,13,9,0,4,4,5,2
NM_020383.2,5,1,12,8,6,1,3,7,3,2
NM_020384.2,0,0,1,0,0,0,0,1,0,0
NM_020385.2,2,2,11,3,4,0,1,1,4,2
NM_020386.2,0,0,0,0,0,0,2,1,0,0
NM_020387.2,0,0,1,0,0,0,0,0,0,0
NM_020388.3,1,8,2,2,2,1,5,0,0,1
NM_020389.1,0,0,0,0,0,0,0,0,0,0
NM_020390.5,12,10,6,11,0,6,4,10,9,9
NM_020393.2,0,0,0,0,0,0,0,0,0,0
NM_020394.3,0,0,1,1,0,0,0,0,0,0
NM_020395.2,0,1,0,2,1,0,0,1,0,5
NM_020396.2,0,0,0,0,0,0,0,0,0,0
NM_020397.2,0,4,0,0,0,0,1,0,0,0
NM_020398.2,0,0,0,0,0,0,0,0,0,0
NM_020399.2,0,4,14,6,8,5,3,17,12,6
NM_020400.4,5,0,0,2,0,0,2,0,0,1
NM_020401.2,6,9,15,18,10,0,0,1,1,4
NM_020402.2,0,0,1,0,0,0,0,0,0,0
NM_020403.3,0,0,0,0,0,0,0,0,0,0
NM_020404.2,2,1,1,1,0,0,0,0,0,0
NM_020405.3,2,3,0,0,2,2,1,3,2,2
NM_020406.2,0,0,0,0,0,0,0,0,0,0
NM_020407.2,0,1,3,4,2,0,0,2,0,0
NM_020408.3,0,1,6,3,1,0,0,1,2,2
NM_020409.2,0,0,1,5,1,0,0,1,2,1
NM_020410.1,6,7,10,13,9,1,6,13,3,5
NM_020411.1,0,0,0,0,0,0,0,0,0,0
NM_020412.3,3,0,4,15,1,1,4,3,5,3
NM_020414.3,3,10,24,25,20,5,21,53,35,33
NM_020415.2,0,0,0,0,0,0,0,0,0,0
NM_020416.3,0,0,0,0,0,0,0,1,0,0
NM_020417.1,0,0,0,0,0,0,0,0,0,0
NM_020418.2,0,2,3,4,4,2,5,19,7,11
NM_020420.2,0,0,0,0,0,0,0,0,0,0
NM_020421.2,4,2,1,2,1,0,0,0,0,2
NM_020422.3,2,2,3,4,3,3,1,2,1,5
NM_020423.4,0,0,1,2,1,0,0,3,0,0
NM_020424.2,1,1,5,8,0,0,1,2,3,4
NM_020425.4,0,1,1,3,0,0,0,1,2,2
NM_020426.1,0,0,0,0,0,0,0,0,0,0
NM_020427.2,0,0,0,0,0,0,0,0,0,0
NM_020428.2,1,4,9,8,2,0,2,15,7,7
NM_020429.1,1,1,1,3,1,1,2,4,2,1
NM_020431.1,0,0,0,0,0,0,9,9,4,4
NM_020432.3,4,4,6,7,4,0,2,8,6,2
NM_020433.4,0,0,1,1,0,0,0,0,1,0
NM_020435.2,0,0,0,0,0,0,4,8,1,4
NM_020436.2,2,6,3,1,0,0,0,0,0,0
NM_020437.3,0,3,0,1,0,0,2,5,2,2
NM_020438.3,1,3,4,3,1,0,0,2,1,2
NM_020439.2,0,0,0,0,0,0,4,3,6,4
NM_020440.2,1,6,8,6,2,0,3,0,2,1
NM_020441.2,0,0,0,0,0,0,0,0,0,0
NM_020442.3,3,3,3,9,4,1,1,5,3,5
NM_020443.2,3,5,10,5,8,1,10,7,4,6
NM_020444.3,0,0,0,1,0,0,0,0,0,0
NM_020445.4,0,0,0,0,0,0,0,1,0,1
NM_020447.3,2,3,5,9,3,0,1,5,5,11
NM_020448.3,4,2,8,2,4,5,17,28,16,23
NM_020449.2,1,0,0,0,0,0,1,0,1,1
NM_020451.2,0,0,0,0,0,0,0,0,0,0
NM_020452.2,7,9,6,9,6,3,8,2,7,5
NM_020453.2,1,2,1,3,2,0,0,2,0,2
NM_020455.4,5,5,17,12,11,0,0,3,1,2
NM_020456.1,2,3,6,6,4,0,1,6,4,3
NM_020457.2,2,2,6,5,2,0,2,7,5,4
NM_020458.2,2,9,3,4,2,0,1,5,5,4
NM_020459.1,0,0,2,2,1,2,10,19,16,13
NM_020461.3,0,2,6,2,1,0,11,11,10,12
NM_020462.1,2,2,0,1,1,0,0,1,0,0
NM_020463.1,7,4,22,19,9,5,9,11,4,10
NM_020465.2,0,0,0,0,0,1,8,41,31,33
NM_020466.4,4,2,10,3,2,2,5,6,8,10
NM_020467.2,0,0,1,0,0,0,0,0,0,0
NM_020468.2,1,7,20,6,4,1,2,6,5,1
NM_020469.2,0,1,0,0,1,0,0,0,0,0
NM_020470.1,2,0,9,12,6,1,1,2,4,2
NM_020473.2,1,1,2,1,4,0,2,1,1,2
NM_020474.2,4,5,14,19,18,0,3,11,10,8
NM_020475.2,6,3,1,2,0,4,7,4,5,9
NM_020476.2,0,0,0,0,0,0,0,0,0,0
NM_020477.2,0,0,0,0,0,0,2,1,1,0
NM_020478.3,1,1,6,4,1,1,4,9,2,4
NM_020480.3,0,0,0,0,0,0,0,0,0,0
NM_020482.3,0,0,0,0,0,0,0,1,2,1
NM_020485.3,0,1,3,4,0,0,0,0,0,0
NM_020524.2,1,2,6,5,1,9,4,12,5,6
NM_020525.4,0,0,0,0,0,0,0,0,0,0
NM_020526.3,1,0,0,0,0,0,0,0,2,0
NM_020528.1,0,0,1,0,0,3,1,2,4,5
NM_020529.1,4,1,13,8,7,2,1,11,7,5
NM_020530.3,0,0,0,0,0,0,0,0,0,0
NM_020531.2,5,11,30,29,13,0,3,31,15,28
NM_020532.4,22,34,87,89,48,14,61,183,142,166
NM_020533.1,2,2,3,2,3,0,1,6,5,3
NM_020535.3,0,0,0,0,0,0,0,0,0,0
NM_020536.2,2,0,1,1,1,0,0,1,2,2
NM_020546.2,0,1,0,1,0,4,13,3,9,8
NM_020547.1,0,0,0,0,0,0,0,0,0,0
NM_020548.5,0,0,0,0,0,0,0,0,2,0
NM_020549.3,0,0,0,0,0,0,0,0,0,0
NM_020550.3,0,0,0,0,0,0,0,0,0,0
NM_020552.3,0,0,0,0,0,0,0,0,0,0
NM_020553.3,0,0,0,0,0,0,0,0,0,0
NM_020554.3,0,0,0,0,0,0,0,0,0,0
NM_020630.4,0,0,0,0,0,0,0,1,0,0
NM_020631.3,0,0,0,0,0,0,0,0,0,0
NM_020632.2,4,1,0,0,0,0,0,0,0,0
NM_020633.2,0,0,0,0,0,0,1,0,0,0
NM_020634.1,1,3,2,4,5,0,0,0,0,0
NM_020637.1,0,0,0,0,0,0,0,0,0,0
NM_020638.2,0,0,0,0,0,0,1,0,0,0
NM_020639.2,4,8,9,7,6,0,0,0,0,0
NM_020640.2,1,4,10,8,3,1,6,7,6,7
NM_020641.1,0,0,0,0,0,0,0,0,0,0
NM_020642.3,0,2,0,1,0,0,0,0,0,0
NM_020643.2,0,0,0,0,0,0,0,0,0,0
NM_020644.1,3,2,3,2,2,1,3,12,0,9
NM_020645.1,1,1,0,1,0,1,2,4,1,3
NM_020646.1,0,0,0,0,0,0,0,0,0,0
NM_020647.2,3,1,0,0,0,0,0,7,9,6
NM_020648.3,5,2,11,9,9,0,0,3,6,6
NM_020649.1,0,0,1,0,1,0,0,0,0,0
NM_020650.2,0,0,2,1,0,1,0,0,0,1
NM_020651.2,6,4,8,4,5,1,4,7,2,7
NM_020652.1,0,2,1,0,0,0,0,1,0,1
NM_020653.1,1,0,1,2,0,0,2,0,0,0
NM_020654.3,3,1,6,4,2,2,3,6,3,1
NM_020655.2,0,0,0,1,1,3,7,26,19,19
NM_020657.1,1,0,0,3,0,0,2,3,0,0
NM_020659.2,0,1,1,0,0,3,11,31,20,24
